Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SOL,SOL,SOL,SOL,SOL,SOL
Date,,,,,,
2020-03-25,1.090000033378601,1.090000033378601,1.100000023841858,1.0099999904632568,1.0499999523162842,63600
2020-03-26,1.2400000095367432,1.2400000095367432,1.350000023841858,1.100000023841858,1.100000023841858,82700
2020-03-27,1.1699999570846558,1.1699999570846558,1.2999999523162842,1.1699999570846558,1.2400000095367432,44800
2020-03-30,1.149999976158142,1.149999976158142,1.2000000476837158,1.100000023841858,1.2000000476837158,29400
2020-03-31,1.159999966621399,1.159999966621399,1.1699999570846558,1.1100000143051147,1.1100000143051147,23200
2020-04-01,1.0099999904632568,1.0099999904632568,1.1299999952316284,1.0,1.1200000047683716,67500
2020-04-02,1.0299999713897705,1.0299999713897705,1.090000033378601,1.0299999713897705,1.0499999523162842,30800
2020-04-03,1.0299999713897705,1.0299999713897705,1.159999966621399,1.0,1.0299999713897705,44700
2020-04-06,1.0800000429153442,1.0800000429153442,1.1699999570846558,1.0399999618530273,1.0700000524520874,40400
2020-04-07,1.090000033378601,1.090000033378601,1.1200000047683716,1.0399999618530273,1.1200000047683716,39300
2020-04-08,1.1399999856948853,1.1399999856948853,1.1399999856948853,1.090000033378601,1.1100000143051147,19400
2020-04-09,1.0700000524520874,1.0700000524520874,1.1399999856948853,1.059999942779541,1.1100000143051147,113000
2020-04-13,1.0499999523162842,1.0499999523162842,1.090000033378601,1.0199999809265137,1.0399999618530273,22200
2020-04-14,1.0499999523162842,1.0499999523162842,1.100000023841858,1.0499999523162842,1.0499999523162842,19800
2020-04-15,1.0199999809265137,1.0199999809265137,1.0499999523162842,0.9900000095367432,1.0199999809265137,59700
2020-04-16,1.0399999618530273,1.0399999618530273,1.0499999523162842,1.0,1.0499999523162842,20000
2020-04-17,1.0199999809265137,1.0199999809265137,1.059999942779541,0.949999988079071,1.0399999618530273,67800
2020-04-20,0.9700000286102295,0.9700000286102295,1.0299999713897705,0.9599999785423279,1.0199999809265137,82100
2020-04-21,0.9900000095367432,0.9900000095367432,1.0399999618530273,0.9599999785423279,0.9700000286102295,46200
2020-04-22,1.0199999809265137,1.0199999809265137,1.0499999523162842,0.9800000190734863,0.9800000190734863,41100
2020-04-23,1.0099999904632568,1.0099999904632568,1.0299999713897705,0.9800000190734863,0.9900000095367432,14000
2020-04-24,1.0,1.0,1.0299999713897705,1.0,1.0099999904632568,14600
2020-04-27,1.0099999904632568,1.0099999904632568,1.0199999809265137,0.9900000095367432,0.9900000095367432,45100
2020-04-28,1.0199999809265137,1.0199999809265137,1.0199999809265137,0.9900000095367432,0.9900000095367432,8800
2020-04-29,1.0199999809265137,1.0199999809265137,1.0299999713897705,1.0099999904632568,1.0199999809265137,29600
2020-04-30,1.0,1.0,1.0199999809265137,0.9900000095367432,1.0,32000
2020-05-01,1.0,1.0,1.0299999713897705,0.9800000190734863,1.0299999713897705,7300
2020-05-04,0.9900000095367432,0.9900000095367432,1.0,0.9800000190734863,0.9800000190734863,36600
2020-05-05,0.9900000095367432,0.9900000095367432,1.0099999904632568,0.9900000095367432,1.0099999904632568,3300
2020-05-06,0.9900000095367432,0.9900000095367432,1.0399999618530273,0.9800000190734863,1.0099999904632568,51300
2020-05-07,0.9900000095367432,0.9900000095367432,1.0199999809265137,0.9599999785423279,1.0199999809265137,19300
2020-05-08,0.9900000095367432,0.9900000095367432,1.0199999809265137,0.9900000095367432,1.0,17500
2020-05-11,0.9900000095367432,0.9900000095367432,1.0,0.9700000286102295,0.9700000286102295,10100
2020-05-12,0.9800000190734863,0.9800000190734863,1.0099999904632568,0.9800000190734863,0.9800000190734863,24100
2020-05-13,0.949999988079071,0.949999988079071,0.9800000190734863,0.949999988079071,0.9700000286102295,71400
2020-05-14,0.9399999976158142,0.9399999976158142,0.9800000190734863,0.9100000262260437,0.9200000166893005,67800
2020-05-15,0.9200000166893005,0.9200000166893005,0.949999988079071,0.9100000262260437,0.9100000262260437,22600
2020-05-18,0.9399999976158142,0.9399999976158142,0.9599999785423279,0.9200000166893005,0.9200000166893005,25200
2020-05-19,0.9599999785423279,0.9599999785423279,0.9700000286102295,0.9399999976158142,0.9700000286102295,33800
2020-05-20,0.9599999785423279,0.9599999785423279,0.9900000095367432,0.9399999976158142,0.9800000190734863,39400
2020-05-21,0.9800000190734863,0.9800000190734863,0.9900000095367432,0.9399999976158142,0.9599999785423279,32300
2020-05-22,0.949999988079071,0.949999988079071,1.0,0.9200000166893005,0.9800000190734863,45000
2020-05-26,0.9900000095367432,0.9900000095367432,1.0,0.949999988079071,1.0,43600
2020-05-27,0.949999988079071,0.949999988079071,0.9900000095367432,0.9300000071525574,0.9700000286102295,42000
2020-05-28,1.0099999904632568,1.0099999904632568,1.0299999713897705,0.9800000190734863,1.0,187600
2020-05-29,1.0199999809265137,1.0199999809265137,1.0499999523162842,1.0,1.0299999713897705,173400
2020-06-01,1.0800000429153442,1.0800000429153442,1.100000023841858,0.9700000286102295,1.0,105000
2020-06-02,1.1200000047683716,1.1200000047683716,1.1399999856948853,1.0700000524520874,1.0700000524520874,70600
2020-06-03,1.1799999475479126,1.1799999475479126,1.2000000476837158,1.1100000143051147,1.1100000143051147,165900
2020-06-04,1.1100000143051147,1.1100000143051147,1.2000000476837158,1.100000023841858,1.149999976158142,60600
2020-06-05,1.100000023841858,1.100000023841858,1.149999976158142,1.100000023841858,1.100000023841858,45800
2020-06-08,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.1100000143051147,1.1100000143051147,81800
2020-06-09,1.190000057220459,1.190000057220459,1.2100000381469727,1.1799999475479126,1.2100000381469727,19800
2020-06-10,1.2699999809265137,1.2699999809265137,1.2899999618530273,1.2100000381469727,1.2100000381469727,78700
2020-06-11,1.190000057220459,1.190000057220459,1.2699999809265137,1.159999966621399,1.2699999809265137,38600
2020-06-12,1.2899999618530273,1.2899999618530273,1.2999999523162842,1.2000000476837158,1.2300000190734863,89900
2020-06-15,1.2899999618530273,1.2899999618530273,1.2999999523162842,1.2699999809265137,1.2999999523162842,43100
2020-06-16,1.2400000095367432,1.2400000095367432,1.2999999523162842,1.2400000095367432,1.25,58700
2020-06-17,1.2000000476837158,1.2000000476837158,1.2699999809265137,1.2000000476837158,1.2699999809265137,10200
2020-06-18,1.190000057220459,1.190000057220459,1.2400000095367432,1.1799999475479126,1.2000000476837158,25100
2020-06-19,1.2000000476837158,1.2000000476837158,1.2200000286102295,1.1799999475479126,1.1799999475479126,21400
2020-06-22,1.1799999475479126,1.1799999475479126,1.190000057220459,1.149999976158142,1.1799999475479126,19100
2020-06-23,1.1399999856948853,1.1399999856948853,1.190000057220459,1.1399999856948853,1.149999976158142,12900
2020-06-24,1.159999966621399,1.159999966621399,1.1799999475479126,1.1399999856948853,1.1399999856948853,15300
2020-06-25,1.149999976158142,1.149999976158142,1.149999976158142,1.1299999952316284,1.1399999856948853,9500
2020-06-26,1.149999976158142,1.149999976158142,1.1699999570846558,1.100000023841858,1.149999976158142,31200
2020-06-29,1.149999976158142,1.149999976158142,1.1699999570846558,1.1100000143051147,1.1200000047683716,12000
2020-06-30,1.1399999856948853,1.1399999856948853,1.1399999856948853,1.100000023841858,1.1399999856948853,12800
2020-07-01,1.2200000286102295,1.2200000286102295,1.2899999618530273,1.1100000143051147,1.1100000143051147,260200
2020-07-02,1.2000000476837158,1.2000000476837158,1.25,1.2000000476837158,1.2000000476837158,32200
2020-07-06,1.2899999618530273,1.2899999618530273,1.2999999523162842,1.1799999475479126,1.2400000095367432,140100
2020-07-07,1.2200000286102295,1.2200000286102295,1.350000023841858,1.2200000286102295,1.2599999904632568,205300
2020-07-08,1.2599999904632568,1.2599999904632568,1.309999942779541,1.25,1.309999942779541,65300
2020-07-09,1.2599999904632568,1.2599999904632568,1.3200000524520874,1.2200000286102295,1.2599999904632568,78000
2020-07-10,1.2599999904632568,1.2599999904632568,1.3200000524520874,1.2300000190734863,1.3200000524520874,32200
2020-07-13,1.2300000190734863,1.2300000190734863,1.2799999713897705,1.2200000286102295,1.2300000190734863,26900
2020-07-14,1.2200000286102295,1.2200000286102295,1.25,1.2000000476837158,1.2200000286102295,42000
2020-07-15,1.2799999713897705,1.2799999713897705,1.3700000047683716,1.2100000381469727,1.2100000381469727,238500
2020-07-16,1.25,1.25,1.350000023841858,1.2200000286102295,1.350000023841858,58000
2020-07-17,1.2400000095367432,1.2400000095367432,1.3899999856948853,1.2200000286102295,1.25,311300
2020-07-20,1.3200000524520874,1.3200000524520874,1.340000033378601,1.25,1.309999942779541,116200
2020-07-21,1.350000023841858,1.350000023841858,1.3899999856948853,1.3300000429153442,1.3300000429153442,97500
2020-07-22,1.3899999856948853,1.3899999856948853,1.3899999856948853,1.3200000524520874,1.3600000143051147,144300
2020-07-23,1.5,1.5,1.600000023841858,1.3300000429153442,1.399999976158142,364700
2020-07-24,1.6399999856948853,1.6399999856948853,1.7999999523162842,1.5099999904632568,1.5399999618530273,608900
2020-07-27,1.7000000476837158,1.7000000476837158,1.7799999713897705,1.6100000143051147,1.7799999713897705,182200
2020-07-28,1.6200000047683716,1.6200000047683716,1.6799999475479126,1.559999942779541,1.649999976158142,95400
2020-07-29,1.5499999523162842,1.5499999523162842,1.6200000047683716,1.5099999904632568,1.6200000047683716,98200
2020-07-30,1.5299999713897705,1.5299999713897705,1.5800000429153442,1.5099999904632568,1.5099999904632568,39600
2020-07-31,1.4500000476837158,1.4500000476837158,1.559999942779541,1.4199999570846558,1.5099999904632568,72300
2020-08-03,1.5199999809265137,1.5199999809265137,1.5399999618530273,1.4199999570846558,1.440000057220459,43100
2020-08-04,1.5700000524520874,1.5700000524520874,1.6200000047683716,1.4299999475479126,1.4299999475479126,141900
2020-08-05,1.6299999952316284,1.6299999952316284,1.6399999856948853,1.5700000524520874,1.6200000047683716,48500
2020-08-06,1.659999966621399,1.659999966621399,1.7200000286102295,1.6299999952316284,1.6399999856948853,106100
2020-08-07,1.7699999809265137,1.7699999809265137,1.850000023841858,1.6799999475479126,1.690000057220459,263300
2020-08-10,1.75,1.75,1.8700000047683716,1.7300000190734863,1.8700000047683716,140800
2020-08-11,1.6200000047683716,1.6200000047683716,1.7599999904632568,1.6200000047683716,1.7400000095367432,89600
2020-08-12,1.6100000143051147,1.6100000143051147,1.6699999570846558,1.559999942779541,1.600000023841858,95100
2020-08-13,1.690000057220459,1.690000057220459,1.7599999904632568,1.600000023841858,1.6399999856948853,108900
2020-08-14,1.649999976158142,1.649999976158142,1.7000000476837158,1.649999976158142,1.659999966621399,45900
2020-08-17,1.7400000095367432,1.7400000095367432,1.75,1.649999976158142,1.7000000476837158,54900
2020-08-18,1.75,1.75,1.850000023841858,1.7300000190734863,1.7699999809265137,311800
2020-08-19,1.809999942779541,1.809999942779541,1.8799999952316284,1.7400000095367432,1.7999999523162842,180100
2020-08-20,1.8899999856948853,1.8899999856948853,1.899999976158142,1.7999999523162842,1.899999976158142,193600
2020-08-21,1.9800000190734863,1.9800000190734863,2.049999952316284,1.8899999856948853,1.899999976158142,485000
2020-08-24,2.2200000286102295,2.2200000286102295,2.3499999046325684,2.0399999618530273,2.069999933242798,1033500
2020-08-25,2.299999952316284,2.299999952316284,2.430000066757202,2.180000066757202,2.380000114440918,1010300
2020-08-26,2.430000066757202,2.430000066757202,2.5799999237060547,2.0,2.0999999046325684,967700
2020-08-27,2.2200000286102295,2.2200000286102295,2.9800000190734863,2.2100000381469727,2.6600000858306885,2351300
2020-08-28,2.2100000381469727,2.2100000381469727,2.309999942779541,2.0999999046325684,2.309999942779541,500500
2020-08-31,2.009999990463257,2.009999990463257,2.369999885559082,2.009999990463257,2.3499999046325684,607200
2020-09-01,1.8600000143051147,1.8600000143051147,2.0,1.850000023841858,2.0,463000
2020-09-02,1.8300000429153442,1.8300000429153442,1.899999976158142,1.7599999904632568,1.8799999952316284,329900
2020-09-03,1.7200000286102295,1.7200000286102295,1.8300000429153442,1.6399999856948853,1.7999999523162842,313000
2020-09-04,1.7000000476837158,1.7000000476837158,1.7400000095367432,1.6699999570846558,1.690000057220459,194600
2020-09-08,1.7200000286102295,1.7200000286102295,1.8899999856948853,1.649999976158142,1.6799999475479126,235200
2020-09-09,1.7200000286102295,1.7200000286102295,1.8300000429153442,1.690000057220459,1.8300000429153442,125400
2020-09-10,1.5800000429153442,1.5800000429153442,1.7000000476837158,1.559999942779541,1.6799999475479126,221800
2020-09-11,1.5399999618530273,1.5399999618530273,1.6399999856948853,1.5099999904632568,1.590000033378601,204500
2020-09-14,1.590000033378601,1.590000033378601,1.659999966621399,1.5700000524520874,1.6299999952316284,226800
2020-09-15,1.6200000047683716,1.6200000047683716,1.6699999570846558,1.6100000143051147,1.659999966621399,163100
2020-09-16,1.5800000429153442,1.5800000429153442,1.6699999570846558,1.559999942779541,1.600000023841858,172900
2020-09-17,2.059999942779541,2.059999942779541,2.200000047683716,1.6100000143051147,1.6399999856948853,1541900
2020-09-18,2.5799999237060547,2.5799999237060547,2.75,1.9900000095367432,1.9900000095367432,3006900
2020-09-21,2.7899999618530273,2.7899999618530273,2.9000000953674316,2.450000047683716,2.559999942779541,1397400
2020-09-22,2.380000114440918,2.380000114440918,2.9000000953674316,2.319999933242798,2.9000000953674316,993900
2020-09-23,2.0999999046325684,2.0999999046325684,2.7799999713897705,2.0299999713897705,2.4200000762939453,3618700
2020-09-24,2.059999942779541,2.059999942779541,2.5799999237060547,2.0299999713897705,2.299999952316284,5427500
2020-09-25,2.140000104904175,2.140000104904175,2.1500000953674316,1.9500000476837158,1.9600000381469727,1185000
2020-09-28,2.2100000381469727,2.2100000381469727,2.25,2.0799999237060547,2.1600000858306885,1556600
2020-09-29,2.0999999046325684,2.0999999046325684,2.190000057220459,2.049999952316284,2.1700000762939453,820200
2020-09-30,2.069999933242798,2.069999933242798,2.1600000858306885,2.049999952316284,2.109999895095825,1013800
2020-10-01,2.1600000858306885,2.1600000858306885,2.2300000190734863,2.059999942779541,2.0899999141693115,1693300
2020-10-02,2.069999933242798,2.069999933242798,2.140000104904175,2.049999952316284,2.0999999046325684,996000
2020-10-05,2.130000114440918,2.130000114440918,2.180000066757202,2.0,2.069999933242798,1016000
2020-10-06,2.640000104904175,2.640000104904175,2.9600000381469727,2.1500000953674316,2.1500000953674316,6422000
2020-10-07,3.5,3.5,3.640000104904175,2.8299999237060547,2.9600000381469727,13405400
2020-10-08,3.0199999809265137,3.0199999809265137,3.450000047683716,3.0,3.440000057220459,3138600
2020-10-09,4.150000095367432,4.150000095367432,4.329999923706055,3.0999999046325684,3.0999999046325684,8777900
2020-10-12,3.390000104904175,3.390000104904175,3.799999952316284,3.2799999713897705,3.559999942779541,6919800
2020-10-13,3.809999942779541,3.809999942779541,4.050000190734863,3.299999952316284,3.5899999141693115,5525200
2020-10-14,3.6600000858306885,3.6600000858306885,3.950000047683716,3.509999990463257,3.8399999141693115,2658900
2020-10-15,4.179999828338623,4.179999828338623,4.389999866485596,3.3499999046325684,3.609999895095825,3833800
2020-10-16,3.819999933242798,3.819999933242798,4.179999828338623,3.799999952316284,4.099999904632568,2213700
2020-10-19,3.890000104904175,3.890000104904175,4.119999885559082,3.819999933242798,3.940000057220459,2845100
2020-10-20,3.940000057220459,3.940000057220459,4.170000076293945,3.7200000286102295,3.9200000762939453,2272500
2020-10-21,3.640000104904175,3.640000104904175,4.070000171661377,3.609999895095825,4.0,2243400
2020-10-22,3.7300000190734863,3.7300000190734863,3.8399999141693115,3.4100000858306885,3.6700000762939453,1471900
2020-10-23,3.569999933242798,3.569999933242798,3.8399999141693115,3.5399999618530273,3.8299999237060547,778700
2020-10-26,3.2200000286102295,3.2200000286102295,3.5999999046325684,3.200000047683716,3.5,2282800
2020-10-27,3.130000114440918,3.130000114440918,3.3499999046325684,3.109999895095825,3.309999942779541,758000
2020-10-28,3.0899999141693115,3.0899999141693115,3.25,3.0299999713897705,3.200000047683716,803700
2020-10-29,3.1600000858306885,3.1600000858306885,3.259999990463257,2.9700000286102295,3.059999942779541,826900
2020-10-30,3.069999933242798,3.069999933242798,3.1700000762939453,3.0,3.1600000858306885,579600
2020-11-02,3.4600000381469727,3.4600000381469727,3.6700000762939453,3.0799999237060547,3.0899999141693115,1230500
2020-11-03,3.3499999046325684,3.3499999046325684,3.799999952316284,3.3499999046325684,3.640000104904175,1493400
2020-11-04,3.2799999713897705,3.2799999713897705,3.359999895095825,3.069999933242798,3.299999952316284,1384100
2020-11-05,3.5,3.5,3.75,3.359999895095825,3.4800000190734863,2219500
2020-11-06,3.4100000858306885,3.4100000858306885,3.740000009536743,3.380000114440918,3.680000066757202,1076800
2020-11-09,3.4700000286102295,3.4700000286102295,3.740000009536743,3.430000066757202,3.690000057220459,1166300
2020-11-10,3.3399999141693115,3.3399999141693115,3.549999952316284,3.25,3.5399999618530273,490000
2020-11-11,3.5299999713897705,3.5299999713897705,3.549999952316284,3.319999933242798,3.4000000953674316,629800
2020-11-12,3.9000000953674316,3.9000000953674316,4.190000057220459,3.559999942779541,3.5999999046325684,2927000
2020-11-13,5.010000228881836,5.010000228881836,5.340000152587891,4.059999942779541,4.059999942779541,7171200
2020-11-16,4.900000095367432,4.900000095367432,5.090000152587891,4.550000190734863,5.059999942779541,2021700
2020-11-17,4.789999961853027,4.789999961853027,4.949999809265137,4.639999866485596,4.940000057220459,1409700
2020-11-18,4.900000095367432,4.900000095367432,5.159999847412109,4.71999979019165,4.889999866485596,1393600
2020-11-19,5.409999847412109,5.409999847412109,5.46999979019165,4.960000038146973,5.25,2701300
2020-11-20,5.320000171661377,5.320000171661377,5.670000076293945,5.199999809265137,5.599999904632568,3554000
2020-11-23,5.309999942779541,5.309999942779541,5.559999942779541,5.099999904632568,5.460000038146973,1721900
2020-11-24,5.070000171661377,5.070000171661377,5.650000095367432,4.579999923706055,5.650000095367432,1911000
2020-11-25,5.619999885559082,5.619999885559082,5.670000076293945,4.789999961853027,4.809999942779541,1466800
2020-11-27,7.480000019073486,7.480000019073486,8.390000343322754,5.789999961853027,5.789999961853027,11018700
2020-11-30,7.929999828338623,7.929999828338623,8.270000457763672,6.659999847412109,7.789999961853027,4747800
2020-12-01,7.889999866485596,7.889999866485596,9.489999771118164,7.670000076293945,8.149999618530273,5681700
2020-12-02,6.21999979019165,6.21999979019165,7.28000020980835,5.050000190734863,6.309999942779541,4983000
2020-12-03,6.25,6.25,7.090000152587891,6.239999771118164,6.619999885559082,2304400
2020-12-04,5.849999904632568,5.849999904632568,6.420000076293945,5.650000095367432,6.360000133514404,2399000
2020-12-07,5.909999847412109,5.909999847412109,6.110000133514404,5.550000190734863,6.0,2226400
2020-12-08,6.059999942779541,6.059999942779541,6.099999904632568,5.71999979019165,6.0,1537500
2020-12-09,5.230000019073486,5.230000019073486,6.170000076293945,5.170000076293945,6.130000114440918,2686600
2020-12-10,5.510000228881836,5.510000228881836,5.570000171661377,5.150000095367432,5.230000019073486,971500
2020-12-11,5.539999961853027,5.539999961853027,5.650000095367432,5.25,5.320000171661377,915900
2020-12-14,6.980000019073486,6.980000019073486,7.650000095367432,5.820000171661377,5.989999771118164,13120000
2020-12-15,8.180000305175781,8.180000305175781,8.479999542236328,6.570000171661377,6.909999847412109,7803800
2020-12-16,8.050000190734863,8.050000190734863,8.649999618530273,7.610000133514404,7.929999828338623,4156100
2020-12-17,7.699999809265137,7.699999809265137,8.84000015258789,7.599999904632568,8.260000228881836,3424100
2020-12-18,8.140000343322754,8.140000343322754,8.220000267028809,7.670000076293945,7.869999885559082,7812500
2020-12-21,9.5,9.5,9.5,8.199999809265137,8.199999809265137,4597300
2020-12-22,12.0,12.0,12.0,9.6899995803833,10.020000457763672,5972500
2020-12-23,9.699999809265137,9.699999809265137,11.119999885559082,9.609999656677246,10.819999694824219,7807800
2020-12-24,9.699999809265137,9.699999809265137,10.579999923706055,9.680000305175781,10.0,3480700
2020-12-28,12.5,12.5,12.550000190734863,9.930000305175781,10.0,9407100
2020-12-29,12.229999542236328,12.229999542236328,12.699999809265137,10.34000015258789,11.149999618530273,5943100
2020-12-30,11.680000305175781,11.680000305175781,13.199999809265137,11.529999732971191,12.5,9339100
2020-12-31,11.430000305175781,11.430000305175781,12.149999618530273,11.130000114440918,11.680000305175781,2575600
2021-01-04,12.770000457763672,12.770000457763672,12.970000267028809,10.800000190734863,11.6899995803833,3555100
2021-01-05,14.720000267028809,14.720000267028809,15.880000114440918,12.449999809265137,12.449999809265137,5166100
2021-01-06,16.829999923706055,16.829999923706055,18.290000915527344,15.140000343322754,15.1899995803833,5045500
2021-01-07,18.010000228881836,18.010000228881836,23.200000762939453,16.020000457763672,19.020000457763672,17418500
2021-01-08,20.8700008392334,20.8700008392334,21.040000915527344,18.459999084472656,19.649999618530273,6510400
2021-01-11,20.139999389648438,20.139999389648438,21.850000381469727,19.010000228881836,19.200000762939453,3646800
2021-01-12,23.25,23.25,23.440000534057617,20.299999237060547,20.75,4144900
2021-01-13,22.270000457763672,22.270000457763672,24.3799991607666,21.510000228881836,24.100000381469727,3513700
2021-01-14,25.260000228881836,25.260000228881836,25.489999771118164,22.010000228881836,22.5,3293600
2021-01-15,22.489999771118164,22.489999771118164,24.959999084472656,22.1299991607666,24.950000762939453,3172000
2021-01-19,24.850000381469727,24.850000381469727,24.950000762939453,22.270000457763672,22.93000030517578,2847200
2021-01-20,26.079999923706055,26.079999923706055,27.549999237060547,24.600000381469727,24.799999237060547,3111400
2021-01-21,29.1299991607666,29.1299991607666,29.489999771118164,24.1200008392334,26.3700008392334,3551700
2021-01-22,33.54999923706055,33.54999923706055,35.77000045776367,27.350000381469727,28.170000076293945,5804000
2021-01-25,26.190000534057617,26.190000534057617,28.0,25.030000686645508,25.649999618530273,20833100
